"Category","File","Line","Reference"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4053","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\aws4"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4054","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4055","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\dist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4056","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\dist\browser"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4057","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\dist\esm"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4058","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\dist\node"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4059","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4060","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\adapters"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4061","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\cancel"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4062","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\core"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4063","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\defaults"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4064","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\env"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4065","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\env\classes"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4066","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\helpers"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4067","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\platform"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4068","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\platform\browser"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4069","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\platform\browser\classes"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4070","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\platform\common"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4071","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\platform\node"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4072","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\lib\platform\node\classes"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4073","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\node_modules"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4074","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\node_modules\agent-base"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4075","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\node_modules\agent-base\dist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4076","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\node_modules\agent-base\dist\src"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4077","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\node_modules\agent-base\src"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4078","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\node_modules\https-proxy-agent"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4079","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\axios\node_modules\https-proxy-agent\dist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4080","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bail"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4081","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\balanced-match"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4082","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\balanced-match\dist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4083","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\balanced-match\dist\commonjs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4084","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\balanced-match\dist\esm"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4085","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\base64-js"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4086","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\baseline-browser-mapping"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4087","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\baseline-browser-mapping\dist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4088","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bidi-js"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4089","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bidi-js\dist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4090","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bidi-js\src"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4091","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bidi-js\src\data"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4092","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bidi-js\src\util"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4093","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\binary-search-bounds"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4094","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\binary-search-bounds\example"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4095","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\binary-search-bounds\test"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4096","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bluebird"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4097","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bluebird\js"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4098","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bluebird\js\browser"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4099","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bluebird\js\release"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4100","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\boolean"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4101","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\boolean\build"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4102","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\boolean\build\lib"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4103","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\boolean\lib"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4104","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\brace-expansion"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4105","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\brace-expansion\dist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4106","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\brace-expansion\dist\commonjs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4107","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\brace-expansion\dist\esm"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4108","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\browserslist"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4109","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\buffer"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4110","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\buffer-from"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4111","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4112","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util-runtime"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4113","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util-runtime\out"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4114","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4115","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\ansi-styles"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4116","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\chalk"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4117","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\chalk\source"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4118","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4119","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4120","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\copy"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4121","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\empty"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4122","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\ensure"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4123","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\fs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4124","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\json"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4125","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\mkdirs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4126","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\move"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4127","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\output-file"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4128","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\path-exists"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4129","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\remove"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4130","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\fs-extra\lib\util"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4131","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\jsonfile"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4132","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\supports-color"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4133","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\node_modules\universalify"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4134","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\builder-util\out"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4135","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bytestreamjs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4136","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bytestreamjs\build"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4137","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bytestreamjs\build\cjs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4138","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bytestreamjs\build\mjs"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4139","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\bytestreamjs\build\types"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4140","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\cacheable-lookup"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4141","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\cacheable-lookup\source"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4142","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\cacheable-request"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4143","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\cacheable-request\src"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4144","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\call-bind"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","4145","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\call-bind-apply-helpers"
